Displacement,Area,Pitch,Threshold Current
300,1539.953413,175,0.31890898
873.7646904,1582.776443,300,0.417261217
300,1040.26098,523.9981608,0.480367071
498.5872785,1714.914203,334.2936393,0.448922335
727.0936282,1093.768531,221.0443433,0.412961325
550,1520.769718,281.2906416,0.091144053
300,1470.351289,109.6734321,0.230262606
300,1162.661137,50,0.365923697
300,787.9177619,334.3658989,0.17740343
550,1409.160664,164.5547551,0.521533355
300,1250.655737,300,0.371865212
99.58343463,100,383.3082584,0.448535635
50,1431.580607,50,0.480607051
50,1348.533334,184.6562961,0.511763555
50,787.3284529,298.2875875,0.324699198
50,1184.486018,504.9844644,0.290658518
2.606589946,817.654069,306.3744184,0.486668027
52.91330072,1222.378029,547.0866993,0.448243165
300,1216.047493,482.440105,0.509592403
300,1327.77567,369.7522197,0.337426729
300,1073.322896,340.7349422,0.315318436
300,1388.881606,21.32821247,0.389421125
801.852862,776.6675758,295.4446869,0.529335472
300,714.1874746,482.4305273,0.045668348
718.1163878,1228.914247,235,0.033104847
300,1450.169237,240.0244453,0.50361602
300,1299.364709,380.6568635,0.019596304
300,811.4135063,179.7102683,0.27960709
50,1239.168003,235,0.424791535
300,821.1070058,307.2952015,0.289694005
300,1516.522585,249.6088179,0.475493839
63.6266836,1638.207954,175,0.102303039
300,1284.107585,419.9565359,0.402368089
300,1302.122733,467.8459629,0.171601867
300,1471.263396,189.6190804,0.390805872
300,1031.697259,516.7665741,0.395515952
300,809.1278595,304.1007625,0.362261011
909.4823938,1098.534154,354.7411969,0.191708524
114.4192298,1109.045386,392.7903851,0.448141548
19.70764492,802.2631196,302.2701652,0.389479754
300,1147.655935,228.8280795,0.17932949
300,1659.611732,300,0.415530633
916.0297204,1329.426748,483.0148602,0.409633979
124.4381397,708.0056742,475.5618603,0.116690365
50,1345.162527,363.9189864,0.214893716
300,1063.674639,543.7696952,0.375302529
50,990.0885045,52.7531932,0.200558886
865.0394988,550,468.1292291,0.497151261
845.8145163,816.2330647,447.9072581,0.290015644
909.8201466,1422.676264,16.44676187,0.294845311
300,1359.181129,274.7725358,0.418722123
550,819.6615609,181.9097496,0.183764727
903.5267427,1636.348137,391.9169531,0.338689399
45.28392143,1687.733412,43.77381957,0.268099488
92.2407429,1186.983331,507.7592571,0.504121786
300,1548.420585,308.1227447,0.417780973
50,1275.214805,452.8971142,0.199237937
855.7814715,1275.203324,605.7814715,0.030527226
691.6217943,1382.378845,300,0.430200054
703.0162056,1188.143755,33.49189722,0.140012496
300,1644.198029,320.8930706,0.385726453
828.3522515,1025.517026,511.5477112,0.282868504
777.8028963,1410.045213,234.228753,0.507620601
300,1353.797454,209.0693845,0.284108816
300,1502.512751,50,0.413064807
300,488.4686438,50,0.345281021
871.1702099,839.0531889,460.585105,0.156644696
793.9517857,544.5566072,175,0.295691528
50,1456.890913,300,0.193177909
50,529.763473,359.1538922,0.381116647
912.8026676,876.5224008,140.6713064,0.310521532
50,872.8112301,141.7434224,0.343671059
541.7253867,1870.211392,50,0.014033548
300,1239.943875,502.6192718,0.50944527
50,1246.505194,44.02633511,0.390850786
805.5552657,1234.999478,300,0.276734756
300,1632.523681,266.3645317,0.219965674
300,782.2103074,429.0057264,0.35056562
300,744.9893175,343.3273986,0.20129016
50,1298.733632,110,0.473465886
550,1132.879215,143.1885142,0.094676084
151.0281772,1402.223922,270.7532375,0.483464111
50,748.7121173,300,0.4863495
550,1267.114577,377.1664332,0.370933495
50,700.5769554,467.3077282,0.132315253
550,1032.279942,41.03334943,0.337601829
300,811.0949178,304.6253114,0.338451586
300,1179.536499,139.0412001,0.015638717
156.8782593,453.8095666,144.3492178,0.028400827
67.20169644,1628.55542,49.47244108,0.273384497
50,816.8863659,110,0.454439794
300,798.9493818,176.3865018,0.391539613
61.82842397,1643.063255,48.07539023,0.36246933
300,1420.537658,16.75567159,0.515275092
300,1149.561644,339.0449012,0.469494123
558.5354153,1473.045621,496.4869156,0.513185397
300,804.467116,336.7563612,0.059771811
8.087165414,1037.721551,320.9564173,0.493068758
50,578.9452562,373.3619629,0.222860598
300,1493.316856,437.0324599,0.101098403
50,1349.90903,281.6545374,0.43282488
550,1488.44131,187.9649109,0.44728823
692.3900373,678.1510335,442.3900373,0.330970004
52.20160969,1446.037103,423.8991952,0.401137149
300,822.1873076,451.2151709,0.255216402
300,787.6076838,307.0042688,0.045125723
69.86233598,532.1238976,110,0.216608785
50,541.867532,420.4819622,0.056867188
50,867.6818059,64.11262804,0.174914677
157.6864781,1159.246509,38.84323904,0.269129672
300,1571.341153,186.1788204,0.069401948
300,1658.315548,110,0.206317025
300,736.4303667,278.5724259,0.392352654
91.79220026,1187.38702,508.2077997,0.502463972
543.6279036,1432.79534,485.1572067,0.439496015
300,1309.02526,110,0.072305698
116.5247915,1495.383063,5.96594996,0.371828977
129.4297422,1082.026464,361.2219908,0.32475567
550,1148.332128,40.86442078,0.317896745
300,1512.453558,442.3482105,0.162822744
550,1409.882757,271.4340229,0.374521843
797.0786767,100,487.7797943,0.51045942
300,1118.794979,300,0.261797175
171.4874504,1346.983884,50,0.39878346
300,1616.063304,300,0.48754606
50,587.813625,175,0.110913561
704.1696713,1416.258113,215.0841145,0.164056712
300,666.093538,428.99282,0.473516395
133.3726575,1449.893825,274.9905622,0.272271337
300,1494.219629,106.3583849,0.049537645
300,550,586.7294041,0.472139613
833.9776167,1511.15971,178.154628,0.237976006
50,620.5846062,385.3911084,0.088874423
550,1344.781328,180.1321684,0.354576714
131.8480232,1077.673558,150.3564744,0.283629387
300,1486.570957,175,0.354300398
300,1280.428689,465.5747001,0.457325309
300,815.1298699,14.64935068,0.158541128
67.59100915,759.1680918,291.2044954,0.125148547
300,1375.61644,300,0.368181731
42.98864968,1237.620431,300,0.258279793
50,1472.513632,429.2556041,0.120485763
300,1387.586294,212.3231246,0.157251034
300,1292.839114,462.6883967,0.207716378
50,1108.911312,327.7531421,0.357915295
300,1470.072908,189.73372,0.488409478
78.76921506,1173.215413,410.6153925,0.227254057
50,550,359.5603675,0.497073543
550,1135.231086,300,0.204282251
300,1404.608826,287.3913406,0.387954398
38.01952808,1235.782425,499.1051587,0.525831694
300,1094.124508,221.0957623,0.297242309
300,1368.736378,402.4267716,0.397046249
851.6698502,1543.00573,253.434161,0.304013729
45.12793261,1008.769721,47.5639663,0.440486275
50,1287.958067,543.1645903,0.190730133
300,1298.085229,175,0.207145726
50,550,536.6499235,0.485685084
300,1074.986815,149.9982419,0.432071817
753.906264,508.5156376,401.953132,0.278896704
300,691.8276095,351.6138122,0.302558353
300,1397.542051,373.6188984,0.0821407
300,1445.416525,239.3379425,0.509450324
550,1439.799397,274.0932797,0.298068207
550,1111.863316,154.9151088,0.091330995
300,100,323.8235661,0.035739749
50,1000,351.0894432,0.400240375
50,1157.769947,230.2889923,0.166707678
50,1447.550271,294.6733695,0.382268415
300,515.7296346,405.9609081,0.421210125
300,788.363331,173.5635549,0.469590539
50,1390.765422,307.363967,0.172290345
703.9203222,1190.58487,33.03983891,0.129105233
300,1009.682879,399.0883265,0.393816074
50,1188.997912,229.5993967,0.465441708
300,1332.047789,267.2354969,0.511720114
883.4696014,1300.122641,481.7675051,0.389578114
300,750.3066817,346.2814898,0.31708302
50,1004.221945,493.5651976,0.375614675
550,1331.982991,175,0.121575546
50,1222.913836,110,0.521316601
50,847.1880491,300,0.24276157
871.0053573,838.9048215,460.5026786,0.157511821
883.7178005,1600.692041,258.4294501,0.121043446
50,545.5122407,422.5068004,0.040344509
300,325,627.6699119,0.466931976
66.72076424,1629.853937,174.3473987,0.165091478
854.6251815,1274.162663,531.515138,0.401990482
36.86409521,786.8223143,173.1526171,0.481699245
300,1615.536919,50.72607449,0.289316367
300,598.9477379,175,0.241395882
300,1407.403248,375.4450458,0.131874467
300,1350.596924,364.9253563,0.290848016
36.76856988,1236.908287,563.2314301,0.299096634
742.8230363,897.0814653,128.7224713,0.111462387
550,100,318.3658017,0.207146028
1159.623279,1098.660951,327.4058198,0.534054818
50,1447.031365,300,0.200554312
300,782.8827325,297.102062,0.493315186
124.1899854,1474.687039,300,0.220952873
300,550,613.3169977,0.51126959
300,1569.552181,257.2686483,0.098588206
900.3271134,1000,650.3271134,0.432616236
300,1239.335352,369.141324,0.471024354
72.44025181,1614.41132,61.2201259,0.402213888
701.5298217,1409.130519,375.7649109,0.135526337
33.90537108,1478.970332,244.1846035,0.448591428
300,1214.551815,93.60151565,0.348060542
861.4323219,1280.28909,536.6885646,0.282890946
550,1285.317804,617.0197824,0.100294884
300,1499.254746,247.1145744,0.402793729
786.66126,975.9902679,56.66937002,0.361909596
73.03578236,1183.535592,50,0.083140633
300,1454.675429,275.4155937,0.250621376
530.8670385,1831.121338,350.4335192,0.398465728
300,854.8098903,146.9438095,0.412425581
50,1256.274733,144.1699644,0.42167125
300,550,630.8020968,0.435783068
131.3744656,1230.288943,235,0.174410337
71.1070382,1187.007331,414.4464809,0.047604751
790.3294668,1648.88956,172.5143386,0.137679329
52.67940806,995.1770655,51.33970403,0.484034515
550,1598.106947,386.3932257,0.51306874
300,1092.119556,567.7898472,0.100438448
637.2568908,2214.124807,262.6867916,0.011391074
300,1050.873563,251.6315453,0.123609604
300,748.9689581,468.0182313,0.328752351
776.3734547,1407.472219,348.1867274,0.308242603
50,550,629.180001,0.300948639
50,1560.00209,184.6669453,0.136842485
725.0396418,1472.607033,175,0.397843597
300,1275.649002,461.6447349,0.473767434
300,1042.303486,323.5019369,0.469174707
631.9270488,2194.937376,110,0.347224303
103.8706002,1529.549379,184.0063561,0.46518778
300,487.4432509,50,0.047113254
300,1092.186198,433.9230614,0.083964548
550,794.0897208,300.0905922,0.428364463
300,775.4540933,235,0.393902075
50,325,337.0512903,0.510202018
50,550,570.7321726,0.379970103
50,514.0537575,175,0.405625209
300,1271.172822,175,0.30427632
50,1484.459113,434.1665244,0.108009371
300,1080.920351,558.3327408,0.164933112
300,840.9023544,136.2130194,0.456152444
300,1336.877609,373.4941282,0.307309423
550,1472.646813,175,0.397748301
300,1589.137421,50,0.345485167
300,1329.374054,181.6158318,0.217329937
880.0718901,1594.129402,260.8186914,0.048637357
743.3157327,1347.968319,396.6578664,0.52270822
1032.212304,1425.98661,413.4185523,0.478276383
912.1586707,1651.885607,110,0.366817863
65.44597434,1197.197246,300,0.365612033
11.61267762,1069.09718,30.80633881,0.40980494
300,1410.055643,319.6740857,0.42183731
300,1365.872953,210.2322102,0.241585173
50,1370.040842,181.5496562,0.505454686
300,1409.222426,300,0.443385901
300,1373.286972,110,0.414263111
300,1138.387342,42.70604778,0.362331521
300,1173.619142,235,0.417035383
300,1179.745532,100.0471237,0.337316462
50,1868.383015,26.37793184,0.020039815
50,1430.521537,322.4028716,0.25447234
50,1044.540976,456.6225805,0.442195711
300,325,637.3799602,0.169824786
300,1004.935928,238.8710912,0.409763773
300,1507.595028,375.998619,0.154140418
50,1082.2286,320.3412777,0.39260282
300,1422.200053,321.2933404,0.391179421
300,1595.35252,314.3803361,0.338458413
300,834.1609623,300,0.343104244
300,783.1359879,172.1695968,0.329473076
50,1000,500.417539,0.341797492
300,550,501.3598866,0.522452276
50,1389.63194,283.2310944,0.218246178
878.522078,845.6698702,260.4157403,0.264611178
50,802.422703,300,0.416167668
857.5317941,1553.557229,308.8076306,0.408375207
806.800096,1462.240173,50,0.518135522
300,1231.017762,361.6716005,0.117832382
300,1028.362975,42.12139593,0.38888863
300,551.9542212,365.5645528,0.4945099
739.8503784,891.7306811,129.4359092,0.144292421
300,1166.420617,37.51470061,0.237074696
822.0642667,1244.85784,370.7367093,0.350246264
756.7053909,1558.104556,175,0.181454029
147.1618402,1412.663031,50,0.138954879
881.4637232,848.3173509,314.5512936,0.095523251
300,1298.010211,480.0306183,0.406487729
614.8609633,1116.749734,332.4304817,0.489075825
300,1426.382213,410.2904655,0.011148632
550,1410.268476,288.9634656,0.271843339
50,775,642.5348419,0.441927004
50,1390.306814,343.4185593,0.31823417
806.3354818,780.7019336,296.5205156,0.505954127
678.141367,780.6544606,175,0.415241803
550,1173.803641,101.1474739,0.482197496
840.0439619,1522.079131,50,0.505724282
868.072264,1061.265038,334.036132,0.208455547
550,445.9227661,142.246071,0.018354198
68.82663802,1208.056026,531.173362,0.417583254
300,1423.163822,292.5455061,0.232297613
300,1411.594528,173.6983047,0.146338816
300,1254.170412,339.4922805,0.506986516
300,1338.849316,237.7498733,0.114154964
997.0505841,952.3455257,523.525292,0.241088403
550,1358.289034,300,0.477394543
300,1324.793603,393.829263,0.159291247
300,1103.88884,197.7036907,0.449800228
550,880.7961153,270.5633222,0.02834154
82.32957604,745.9033816,283.835212,0.448267312
50,1221.43078,486.985992,0.270267201
300,1471.535642,189.5928641,0.488708715
300,1186.266132,110,0.384148159
50,1465.747188,110,0.358746831
300,1135.47217,235,0.44438842
550,1179.489721,347.3582558,0.48944473
15.13485794,1287.757256,175,0.254449312
50,1131.786706,75.89258175,0.471663587
300,1411.948942,110,0.383704606
300,550,457.2944689,0.402291523
85.0429726,1161.922649,50,0.200338958
50,1348.629449,493.6830275,0.109672072
109.6455737,1117.637967,155.6850623,0.058851788
300,1695.647772,168.0116961,0.013532617
50,809.9469148,300,0.406336031
50,1293.032598,547.4497496,0.184663249
50,1106.772832,50,0.462888974
300,1057.624858,538.6609909,0.274059556
50,974.7630071,399.2495836,0.532752009
157.0837753,453.6246023,408.6163308,0.223036608
300,739.559874,280.3110411,0.518855256
300,1359.687016,209.6365274,0.343078057
50,1595.056781,300,0.089809371
300,1246.237522,573.5972471,0.163289566
25.21381583,1269.615132,372.3930921,0.133371908
751.488115,1137.678607,400.7440575,0.109299861
156.2193248,1033.805215,409.2733132,0.362636438
300,1417.798089,406.7614367,0.148473636
300,1242.048123,88.50960684,0.369213699
50,1538.797819,235,0.446374012
300,858.8658936,264.2279248,0.416049561
300,1585.502685,66.57357688,0.464818819
300,1612.117596,388.4169861,0.376587787
50,1073.405129,631.5612542,0.116282073
50,1000,412.5950989,0.458484292
742.6977915,1346.856025,271.3488957,0.466308191
300,1244.831662,365.508795,0.421341595
300,1550.953711,181.9451982,0.32254126
864.9723189,1283.475087,381.8928029,0.31574404
300,805.2852193,303.0760585,0.347595915
50,1311.955555,390.1204936,0.178677433
50,1572.242946,470.2554335,0.016324034
50,1340.610119,111.9240521,0.408064815
300,831.8557804,300,0.526914948
300,1279.314047,300,0.155903697
300,1579.011645,460.836568,0.121662627
300,1406.556856,347.93246,0.508587763
50,1308.344654,157.9613278,0.498067835
848.2315437,1536.816779,306.5755705,0.439028832
300,804.6805441,336.7871897,0.05984045
300,1306.393783,388.5137594,0.352880898
50,1000,496.2207564,0.403841915
300,843.7017076,313.3204554,0.327736006
300,960.91378,60.85728333,0.428413659
50,1175.574063,300,0.336858775
300,1664.886584,323.6515446,0.211906416
45.07621177,1233.862819,362.4618941,0.459955986
300,737.8061669,458.5918743,0.418699642
908.5069015,1645.312423,50,0.199493247
11.14619231,100,519.5288938,0.350737316
858.6228689,1330.521164,175,0.108684644
105.2397662,1525.852631,3.257543882,0.28398634
300,953.7263888,498.5848765,0.450973754
50,490.2924448,222.7511507,0.069335231
300,1692.836463,46.69695135,0.259418728
300,100,382.1029636,0.069427583
550,1102.774349,482.0968604,0.496689833
300,1428.884953,11.87689304,0.456337405
300,684.9730814,449.9700905,0.248718357
103.9232639,1127.938125,398.0383681,0.259991364
300,1469.55373,175,0.405157953
300,1359.330746,334.814096,0.524471649
890.2468008,1612.444242,316.6592322,0.300546544
50,1375.464494,235,0.497188824
300,1461.925251,300,0.249236776
50,1317.591342,235,0.515193805
23.70167223,573.668495,175,0.241079272
50,1019.77138,50,0.381532789
843.4406725,1528.193211,446.7203363,0.016073922
725.8895791,1091.601242,152.213499,0.080060521
50,1371.361762,400.6560449,0.01672971
747.3746104,1532.911448,183.6826013,0.367230082
300,1436.204926,175,0.476815719
702.8976319,1412.823606,271.6954316,0.276490942
300,624.0441195,386.3905234,0.42025652
300,1529.546532,447.096259,0.110810676
300,823.2217782,175,0.240620946
658.2035882,2289.532918,110,0.240946605
57.77945314,1653.995477,53.88972657,0.32955497
300,1438.667551,300,0.299132854
300,1419.275266,50,0.116876515
50,1000,334.5454872,0.526830438
811.2896736,1235.160706,428.3543585,0.517937729
300,1249.066999,438.3705553,0.365396122
550,1189.819748,350.2277078,0.450075849
173.9695835,1453.709499,202.2320917,0.113804277
300,624.4636473,386.5117203,0.113755661
300,1205.969508,235,0.430238003
50,991.4622656,540.5136284,0.267785322
300,1388.241718,394.6104841,0.137351292
300,553.2390802,175,0.211136688
300,1556.447249,255.3757138,0.258892096
508.8047504,925.8485508,389.5155153,0.341276235
300,1526.554569,281.8048506,0.176045073
300,1371.047156,300,0.046952845
300,1158.653761,230.4166544,0.254769586
531.3969447,1399.771751,165.5352667,0.45992899
50,810.681233,444.8229072,0.265187948
549.27827,1897.401772,239.8123502,0.52007457
300,745.0102031,283.3390017,0.268363456
13.55011304,1032.804898,517.7019141,0.368013459
300,1580.930259,179.0585677,0.36691709
50,572.4596973,175,0.172261032
730.4813132,1487.299546,278.3155152,0.166571986
300,525.5415041,411.4119467,0.044004978
300,1614.973097,50.78036847,0.409057394
300,1697.122145,42.86971933,0.120200186
300,453.1890005,212.0323779,0.441684003
300,1661.092766,50,0.344610259
550,1151.51848,50,0.254001351
50,1478.488073,175,0.236500671
50,1272.823971,459.3219317,0.348451335
50,1663.997266,270.9107162,0.125690924
300,1043.992981,37.77972742,0.291374367
831.12397,100,315.561985,0.332327544
300,1564.450936,391.7919266,0.012126996
811.2955703,1470.332027,297.7109369,0.460432301
762.0488461,1572.531885,175,0.032935146
786.9371225,1426.486821,293.4685613,0.222107084
50,1154.514687,405.4207463,0.252220577
550,1463.544471,12.14061176,0.444513487
50,1198.888572,345.4936509,0.446049651
300,812.0014137,179.8670437,0.480299393
300,1454.363532,175,0.341923506
300,847.9378598,314.450096,0.127158654
300,100,389.15398,0.280721888
550,1154.88828,405.5245221,0.166778978
50,917.8380033,458.7088926,0.403908403
97.61812216,1546.43107,110,0.081706789
300,1362.508461,275.6967947,0.417501812
300,676.1376695,440.1529661,0.383029419
300,840.6491765,300,0.307142913
300,1151.182165,160.157622,0.017061141
300,1187.003328,300,0.525875785
300,1542.385178,50,0.455500659
50,1517.511951,443.7533197,0.176191714
708.0689235,1059.524062,420.1323818,0.028712951
300,870.2932305,300,0.532085992
300,492.5710965,50,0.246545959
50,1486.432337,107.4399531,0.140053427
300,1430.964479,171.8330501,0.274525064
790.7311529,1433.316075,420.3655764,0.334111428
140.5380841,1205.547173,235,0.280085185
50,1301.395613,467.4420072,0.167297352
550,555.8346134,175,0.42212563
300,1322.295012,436.0801162,0.35954701
300,1469.376129,8.277677388,0.447501375
300,1106.25622,50,0.35642379
300,1525.166379,445.8795497,0.238658369
300,725.5390837,448.233004,0.516764898
50,1403.649979,19.19500299,0.305271016
774.8234458,1179.682202,300,0.300766104
670.2594551,2332.934038,485.1297275,0.107423235
300,842.3326105,300,0.434007934
636.2882431,1682.978256,50,0.252253955
50,482.5687932,345.5198736,0.532978639
50,614.523118,383.6400119,0.108378945
906.4956941,1641.692249,267.6888805,0.081201499
135.773091,1443.412654,175,0.459495814
300,711.5742435,479.5269372,0.083590654
50,609.9954795,382.3320274,0.122947879
300,832.4512675,194.2014836,0.478446543
300,1002.102724,491.7756334,0.497448961
300,824.7560046,183.2682679,0.388010522
300,1181.619831,300,0.294875714
50,915.9372879,419.0137098,0.488226659
761.8399287,1381.311872,460.9983458,0.102643593
156.9992801,1386.101944,144.3201728,0.022643767
300,1312.655257,363.53605,0.388153284
50,1107.852374,50,0.461684685
300,1627.03255,390.5713684,0.354745665
550,1132.699033,382.054047,0.054911562
300,1618.713512,50.42018034,0.278251752
546.6621456,1887.983724,423.3310728,0.494520917
694.2815673,1519.413642,0.346008861,0.177516867
300,1660.414591,52.7010017,0.420648712
550,1210.832548,356.0645966,0.369993735
300,1233.872228,175,0.265425907
50,1279.041711,390.0231726,0.378364778
50,867.1185832,235,0.042244958
300,1244.820528,572.0228089,0.266603698
300,900.8471789,300,0.170289466
8.836375597,1524.094524,445.5818122,0.145614446
300,1587.463253,50,0.350923976
300,1223.433268,359.5647968,0.321970988
300,955.2023576,62.44378957,0.463109627
50,1281.679368,300,0.402923674
300,1530.407469,382.3354081,0.097160011
300,1673.011368,324.7348491,0.185818173
912.9502019,1653.310364,110,0.371252683
300,1467.437796,497.3626251,0.040375441
300,1045.873188,37.25744789,0.265944255
50,1000,545.1365074,0.298688407
300,100,326.6913224,0.470983437
300,1645.499886,268.2388724,0.060432481
96.70828781,957.962541,503.2917122,0.406016582
300,1085.061971,219.7867291,0.450709099
300,550,588.8648801,0.464070414
300,884.6583196,485.9212887,0.10402189
550,1638.745912,300,0.457244103
867.037485,1570.667473,110,0.534151003
163.6089405,1491.007814,106.8044703,0.17318174
50,1293.19488,185.0997523,0.242329579
300,1746.523893,163.112514,0.050203932
300,1725.964261,40.09233041,0.041519579
501.4088079,912.5358542,501.4088079,0.399884759
300,1349.091754,396.9699318,0.518186051
150.2282709,1404.383669,270.945215,0.388575069
827.2209761,1273.997757,300,0.170399449
300,444.1223839,400.5922353,0.213016446
790.5094446,1649.3755,47.4675444,0.085106194
300,550,639.7297185,0.42360005
765.9383621,1388.689052,407.969181,0.34778381
50,473.2715972,635.2537809,0.523170367
300,1115.498095,110,0.532451464
300,1325.473582,502.6116116,0.443717285
300,1439.725395,170.9894064,0.0633215
918.8385272,1000,668.8385272,0.388262889
300,1012.985071,500.9651713,0.453307478
703.6004551,1051.480819,376.8002275,0.529525033
801.2282165,1114.158092,425.6141082,0.470816926
50,1543.845858,300,0.27999672
50,810.8846486,175,0.482920979
79.05565624,523.8499094,410.4721719,0.066897893
571.4467225,1977.208201,370.7233612,0.09191106
850.3959997,1540.7128,50,0.459637009
523.8297551,1379.340339,286.9148775,0.142241088
50,1608.149054,387.8437522,0.239034127
300,1113.310935,155.1081246,0.091458765
893.8619847,325,643.8619847,0.11988727
75.30717884,1404.447078,163.9262771,0.532738352
50,1212.694078,110,0.527766404
550,1421.839674,215.6215983,0.145115973
885.9695217,325,635.9695217,0.419901104
50,1244.656193,297.6208258,0.406881921
300,866.1115358,64.33944484,0.25322037
443.861613,1163.426355,443.861613,0.316807986
762.8123468,1158.062224,230.3312102,0.135063695
300,559.8365408,175,0.38366651
300,1379.197401,50,0.17366448
300,807.2000529,178.5866808,0.292927537
300,1665.408143,271.1145096,0.015262857
300,906.1252619,183.5596844,0.148678196
300,823.813728,175,0.081654599
300,1562.587449,175,0.277630581
300,100,447.1046518,0.065305796
300,1325.572007,502.6925391,0.307387761
300,1302.268178,483.5316131,0.259946782
300,1418.957672,110,0.464747663
550,325,636.7871915,0.414183957
300,792.3889971,175,0.186770809
848.4557611,1537.22037,306.6293827,0.323682799
50,1319.493513,654.9927923,0.111848592
300,1051.828892,533.76662,0.282194109
300,1439.307243,175,0.460249409
300,1540.005069,99.99929597,0.052186128
150.3997374,819.2804728,175,0.109495458
300,1325.110187,110,0.012255302
550,1258.598921,110,0.094590888
143.1385619,1423.525883,300,0.334341155
300,1445.4047,170.4425103,0.070397852
300,805.1296387,15.98271484,0.061619322
300,858.0249874,300,0.404443059
300,868.7927508,320.0114002,0.190683152
300,1249.259624,175,0.355735935
838.1593901,1293.686902,175,0.06604366
300,1115.474605,155.396614,0.219871032
300,100,418.3936495,0.113137049
300,563.9724163,175,0.326063388
300,1636.598507,48.69792157,0.362923186
300,1570.867137,110,0.397017925
820.1243348,100,505.2944945,0.18339544
300,100,407.4961199,0.389498399
50,1518.47183,444.0199527,0.175526198
652.9402382,2270.584858,110,0.261768418
300,1037.645719,521.7897181,0.491386038
300,1619.287025,175,0.532764566
687.3682881,1247.262919,404.399899,0.513727049
550,944.4212159,488.2457954,0.492636192
300,832.5829825,185.355462,0.081852695
300,761.9641284,478.9919306,0.223098094
300,100,443.8911251,0.151106961
81.73530995,746.438221,344.132345,0.348271409
550,855.473661,134.2701785,0.366749382
13.27550411,1291.104093,300,0.1068465
300,1110.851851,223.511934,0.454900252
532.8521896,1838.267883,235.5415693,0.489616417
300,541.1926542,175,0.366830051
300,1017.639381,504.8954775,0.461369298
879.3746805,1296.437212,550.3247572,0.327353416
300,1309.098875,362.0739819,0.399913054
300,1574.02322,459.4508946,0.035936665
162.4428169,673.8014648,437.5571831,0.374788827
300,1093.04705,50,0.429778714
836.388706,1257.749835,374.4610636,0.301715064
856.4403243,1551.592584,308.5456778,0.294299607
300,1421.089011,300,0.344980341
50,1066.318769,546.0025161,0.296406726
300,1576.623114,175,0.118658675
300,851.7726129,315.4726968,0.075283094
1158.549033,2095.38826,452.1372584,0.312926723
640.4368219,2225.572559,470.2184109,0.305221765
300,1460.235019,300,0.162663148
300,1287.462119,619.4023539,0.093766509
605.3812373,2099.372454,387.6906186,0.050037334
729.168057,486.2512513,50,0.098715714
300,1125.248487,143.8668011,0.13093052
300,1495.467663,175,0.343079688
871.1806848,1578.125233,148.5416822,0.385839766
50,994.5411479,421.9673044,0.49334282
300,1413.098641,17.83019633,0.129841954
300,1461.369001,428.1580558,0.280544016
50,1173.054099,271.141166,0.456175453
300,1259.569378,519.1919189,0.446992558
720.0643772,478.0579394,385.0321886,0.524150221
816.8044267,1240.123984,432.4352757,0.498856684
300,613.646194,383.3866783,0.209670413
300,1545.628325,99.21828822,0.028765883
300,1611.306215,61.79514539,0.290180432
300,766.1340005,482.513156,0.018907845
300,1244.985902,300,0.233927737
731.8082293,1265.882219,84.09588533,0.196542048
300,838.5253444,136.5299541,0.47073672
475.6093946,1249.145365,475.6093946,0.048856709
50,1229.865223,296.2973928,0.50264307
300,1144.874417,300,0.402937885
131.7000743,1302.939866,468.2999257,0.244592874
50,1113.4306,80.99149986,0.484594444
50,1160.531686,342.0921349,0.290808809
300,1424.256235,378.5659694,0.157994819
50,790.8092483,433.7829157,0.30184072
300,1475.67785,298.4237133,0.449503062
300,325,635.9158969,0.155323631
550,1572.322985,186.3097314,0.067942101
300,1534.395007,252.1903899,0.437207141
50,1000,333.047145,0.422757163
1149.843305,1584.788462,50,0.462452848
923.998866,1111.598979,486.999433,0.317747679
550,1571.063859,175,0.161984801
101.2861506,100,382.0482486,0.060045756
50,750.0218651,232.7840944,0.375837384
126.382697,1243.766718,88.19134852,0.240028127
806.75108,1693.227916,168.2447192,0.038625181
50,550,416.4228704,0.430380826
733.5211319,1270.507056,83.23943407,0.16386418
841.457164,1037.311448,521.5074447,0.347683914
300,1000.11001,395.0464487,0.442935526
300,1297.18308,385.8528898,0.271823224
50,951.8138546,273.2299192,0.439311993
118.5483418,1489.919477,278.548398,0.169983559
300,738.1176769,458.8549272,0.122842079
713.9087176,1070.035692,217.6162666,0.515856368
300,616.1976072,175,0.024527318
300,818.579031,449.2105728,0.464961649
300,671.9315414,435.4794904,0.398537124
300,1055.149167,330.6384259,0.406705241
758.5610536,1375.409896,279.2805268,0.268622748
845.9705262,1307.746947,33.04766319,0.436298325
300,766.2737701,295.1520945,0.251353556
804.7222317,1687.750025,47.63888417,0.26759662
300,648.0847419,88.84406882,0.483345794
300,1060.323484,352.2996545,0.461720839
300,1289.536044,621.7067159,0.185879187
21.97749257,575.2202567,372.2858519,0.262469973
550,835.8557129,311.2281901,0.186307335
784.8832091,986.3948881,534.8832091,0.234444686
300,1253.10082,443.1051188,0.448967958
465.5937119,1596.137363,257.796856,0.131726697
300,1394.371324,466.5123368,0.15298544
300,1566.13292,256.7747551,0.369217478
50,550,366.4810467,0.519466241
50,1221.428073,359.007798,0.211643505
300,1101.10208,390.5839111,0.475484174
50,550,640.9864559,0.284986312
300,1394.177824,212.9578645,0.235928803
300,1560.66541,0.163074663,0.184453004
